script_key,address_type,address,balance_sats,balance_btc,explorer_url,source
62e907b15cbf27d5425399ebf6f0fb50ebb88f18,p2pkh,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,5721261009,57.21261009,https://blockstream.info/address/1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,blockstream-api-2026-06-19T21:22Z-funded-5721261009-spent-0
7086320071974eef5e72eaa01dd9096e10c0383483855ea6b344259c244f73c2,p2wsh,bc1qwzrryqr3ja8w7hnja2spmkgfdcgvqwp5swz4af4ngsjecfz0w0pqud7k38,21394460159,213.94460159,https://blockstream.info/address/bc1qwzrryqr3ja8w7hnja2spmkgfdcgvqwp5swz4af4ngsjecfz0w0pqud7k38,blockstream-api-2026-06-19T21:07Z-funded-8930546150566-spent-8909151690407
